Classifier 6: 010010011100100100100100 = 1 fitness,0]: 0.6893275098709001 prediction,0]: 24.611185955964082 error,0]: 12.881790661445981 fitness,1]: 0.6893275098709001 prediction,1]: 0.0 error,1]: 0.0 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",2. 1.],wrong
Classifier 7: 010010011100100100100100 = 0 fitness,0]: 0.8165510013036678 prediction,0]: 18.614672840225992 error,0]: 11.778938133466374 fitness,1]: 0.8165510013036678 prediction,1]: 0.0 error,1]: 0.0 Experience: 16 numerisity: 1 weight: ,"1, 0] position: ",2. 1.],wrong
Classifier 8: 010010011100100100100100 = 5 fitness,0]: 0.9776968844505102 prediction,0]: 35.944453270614325 error,0]: 2.738376918071446 fitness,1]: 0.9776968844505102 prediction,1]: 0.0 error,1]: 0.0 Experience: 36 numerisity: 1 weight: ,"1, 0] position: ",2. 1.],wrong
Classifier 6: 100100100100100100100100 = 1 fitness,0]: 0.9999999999999344 prediction,0]: 532.6410662924584 error,0]: 190.9483084072764 fitness,1]: 0.9999999999999344 prediction,1]: 0.0 error,1]: 0.0 Experience: 288 numerisity: 1 weight: ,"1, 0] position: ",2. 7.],right
Classifier 7: 100100100100100100100100 = 5 fitness,0]: 0.9999999921193984 prediction,0]: 371.11463072600395 error,0]: 51.6528641455605 fitness,1]: 0.9999999921193984 prediction,1]: 0.0 error,1]: 0.0 Experience: 177 numerisity: 1 weight: ,"1, 0] position: ",2. 7.],right
Classifier 8: 100100100100100100100100 = 2 fitness,0]: 0.9999996113250814 prediction,0]: 384.9852350050831 error,0]: 111.00654728854951 fitness,1]: 0.9999996113250814 prediction,1]: 0.0 error,1]: 0.0 Experience: 140 numerisity: 1 weight: ,"1, 0] position: ",2. 7.],right
Classifier 12: 010011010100100100100100 = 2 fitness,0]: 0.958032753307536 prediction,0]: 141.26508547718572 error,0]: 96.78858366298226 fitness,1]: 0.958032753307536 prediction,1]: 0.0 error,1]: 0.0 Experience: 30 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],right
Classifier 13: 010011010100100100100100 = 5 fitness,0]: 0.998023288670094 prediction,0]: 401.2718673970543 error,0]: 59.756058352402206 fitness,1]: 0.998023288670094 prediction,1]: 0.0 error,1]: 0.0 Experience: 59 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],right
Classifier 14: 010011010100100100100100 = 6 fitness,0]: 0.9481885843302913 prediction,0]: 220.67585503305295 error,0]: 136.19903669939401 fitness,1]: 0.9481885843302913 prediction,1]: 0.0 error,1]: 0.0 Experience: 28 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],right
Classifier 3: 010011010100100100100100 = 1 fitness,0]: 0.9622294779767824 prediction,0]: 31.408703853590033 error,0]: 11.307755561456522 fitness,1]: 0.9622294779767824 prediction,1]: 0.0 error,1]: 0.0 Experience: 31 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],wrong
Classifier 4: 010011010100100100100100 = 5 fitness,0]: 0.9122569126154403 prediction,0]: 30.634489065496858 error,0]: 10.110170611486101 fitness,1]: 0.9122569126154403 prediction,1]: 0.0 error,1]: 0.0 Experience: 23 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],wrong
Classifier 5: 010011010100100100100100 = 4 fitness,0]: 0.9958671876612499 prediction,0]: 37.097861577141934 error,0]: 2.556266272475873 fitness,1]: 0.9958671876612499 prediction,1]: 0.0 error,1]: 0.0 Experience: 52 numerisity: 1 weight: ,"1, 0] position: ",3. 1.],wrong
Classifier 9: 100100100100100100100100 = 3 fitness,0]: 0.9999999999999468 prediction,0]: 35.53192356459444 error,0]: 0.369293811826305 fitness,1]: 0.9999999999999468 prediction,1]: 0.0 error,1]: 0.0 Experience: 290 numerisity: 1 weight: ,"1, 0] position: ",3. 7.],wrong
Classifier 10: 100100100100100100100100 = 4 fitness,0]: 0.9999999999976383 prediction,0]: 35.53509074788713 error,0]: 0.5034082094560297 fitness,1]: 0.9999999999976383 prediction,1]: 0.0 error,1]: 0.0 Experience: 254 numerisity: 1 weight: ,"1, 0] position: ",3. 7.],wrong
Classifier 11: 100100100100100100100100 = 5 fitness,0]: 0.9999999977742854 prediction,0]: 33.82059329999793 error,0]: 4.779717950694198 fitness,1]: 0.9999999977742854 prediction,1]: 0.0 error,1]: 0.0 Experience: 189 numerisity: 1 weight: ,"1, 0] position: ",3. 7.],wrong
Classifier 15: 011010001100001100100001 = 3 fitness,0]: 0.9210312213538963 prediction,0]: 175.82827830549937 error,0]: 120.21608338599559 fitness,1]: 0.9210312213538963 prediction,1]: 0.0 error,1]: 0.0 Experience: 24 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],right
Classifier 16: 011010001100001100100001 = 5 fitness,0]: 0.9990545450987112 prediction,0]: 396.38278134712544 error,0]: 66.271960525979 fitness,1]: 0.9990545450987112 prediction,1]: 0.0 error,1]: 0.0 Experience: 66 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],right
Classifier 17: 011010001100001100100001 = 4 fitness,0]: 0.9533697258972622 prediction,0]: 295.7533081487215 error,0]: 155.0855349476348 fitness,1]: 0.9533697258972622 prediction,1]: 0.0 error,1]: 0.0 Experience: 29 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],right
Classifier 15: 011010001100001100100001 = 0 fitness,0]: 0.9969871798050511 prediction,0]: 37.28046541903622 error,0]: 3.1376807250175167 fitness,1]: 0.9969871798050511 prediction,1]: 0.0 error,1]: 0.0 Experience: 55 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],wrong
Classifier 16: 011010001100001100100001 = 4 fitness,0]: 0.9978036540778823 prediction,0]: 37.170878423934624 error,0]: 1.8764972423365136 fitness,1]: 0.9978036540778823 prediction,1]: 0.0 error,1]: 0.0 Experience: 58 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],wrong
Classifier 17: 011010001100001100100001 = 2 fitness,0]: 0.8916752007598029 prediction,0]: 22.28854235221119 error,0]: 12.69526416639741 fitness,1]: 0.8916752007598029 prediction,1]: 0.0 error,1]: 0.0 Experience: 21 numerisity: 1 weight: ,"1, 0] position: ",4. 1.],wrong
Classifier 48: 100100001100001100100010 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 2.],right
Classifier 49: 100100001100001100100010 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 2.],right
Classifier 50: 100100001100001100100010 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 2.],right
Classifier 33: 100100001100010100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],right
Classifier 34: 100100001100010100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],right
Classifier 35: 100100001100010100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],right
Classifier 39: 100100001100010100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],wrong
Classifier 40: 100100001100010100100100 = 6 fitness,0]: 0.109 prediction,0]: 38.5271842047222 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],wrong
Classifier 41: 100100001100010100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 3.],wrong
Classifier 18: 100100010100100100100100 = 4 fitness,0]: 0.9481885843302913 prediction,0]: 308.03561963715225 error,0]: 134.38577032698495 fitness,1]: 0.9481885843302913 prediction,1]: 0.0 error,1]: 0.0 Experience: 28 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],right
Classifier 19: 100100010100100100100100 = 2 fitness,0]: 0.9210312213538963 prediction,0]: 206.5356650334168 error,0]: 122.24840845453143 fitness,1]: 0.9210312213538963 prediction,1]: 0.0 error,1]: 0.0 Experience: 24 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],right
Classifier 20: 100100010100100100100100 = 5 fitness,0]: 0.994897762544753 prediction,0]: 383.1110373839598 error,0]: 89.1189976795108 fitness,1]: 0.994897762544753 prediction,1]: 0.0 error,1]: 0.0 Experience: 50 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],right
Classifier 12: 100100010100100100100100 = 3 fitness,0]: 0.9969871798050511 prediction,0]: 37.33194183079212 error,0]: 2.0508020758386345 fitness,1]: 0.9969871798050511 prediction,1]: 0.0 error,1]: 0.0 Experience: 55 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],wrong
Classifier 13: 100100010100100100100100 = 5 fitness,0]: 0.9622294779767824 prediction,0]: 33.38203033961139 error,0]: 7.594341754449241 fitness,1]: 0.9622294779767824 prediction,1]: 0.0 error,1]: 0.0 Experience: 31 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],wrong
Classifier 14: 100100010100100100100100 = 2 fitness,0]: 0.9360352892966559 prediction,0]: 29.359575198866466 error,0]: 11.572466431397022 fitness,1]: 0.9360352892966559 prediction,1]: 0.0 error,1]: 0.0 Experience: 26 numerisity: 1 weight: ,"1, 0] position: ",4. 4.],wrong
Classifier 21: 100010010100000100100100 = 2 fitness,0]: 0.6548083443010001 prediction,0]: 173.2585795420918 error,0]: 107.94948943508868 fitness,1]: 0.6548083443010001 prediction,1]: 0.0 error,1]: 0.0 Experience: 10 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],right
Classifier 22: 100010010100000100100100 = 5 fitness,0]: 0.8662656799503738 prediction,0]: 248.4335864583876 error,0]: 145.35601170333211 fitness,1]: 0.8662656799503738 prediction,1]: 0.0 error,1]: 0.0 Experience: 19 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],right
Classifier 23: 100010010100000100100100 = 4 fitness,0]: 0.9660065301791041 prediction,0]: 325.21341403697136 error,0]: 105.82226134223968 fitness,1]: 0.9660065301791041 prediction,1]: 0.0 error,1]: 0.0 Experience: 32 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],right
Classifier 18: 100010010100000100100100 = 3 fitness,0]: 0.6893275098709001 prediction,0]: 27.797994076369505 error,0]: 11.678971218385515 fitness,1]: 0.6893275098709001 prediction,1]: 0.0 error,1]: 0.0 Experience: 11 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],wrong
Classifier 19: 100010010100000100100100 = 2 fitness,0]: 0.9724652894450743 prediction,0]: 34.940552566924076 error,0]: 5.062078189026989 fitness,1]: 0.9724652894450743 prediction,1]: 0.0 error,1]: 0.0 Experience: 34 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],wrong
Classifier 20: 100010010100000100100100 = 5 fitness,0]: 0.47387341000000005 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.47387341000000005 prediction,1]: 0.0 error,1]: 0.0 Experience: 6 numerisity: 1 weight: ,"1, 0] position: ",5. 4.],wrong
Classifier 24: 100000100100100100100100 = 1 fitness,0]: 0.41541490000000003 prediction,0]: 666.2699299401709 error,0]: 309.16932405496743 fitness,1]: 0.41541490000000003 prediction,1]: 0.0 error,1]: 0.0 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],right
Classifier 25: 100000100100100100100100 = 6 fitness,0]: 0.1981 prediction,0]: 296.7484749277226 error,0]: 22.197872263477677 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],right
Classifier 26: 100000100100100100100100 = 3 fitness,0]: 0.350461 prediction,0]: 306.9513183314283 error,0]: 103.0510091216814 fitness,1]: 0.350461 prediction,1]: 0.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],right
Classifier 24: 100000100100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],wrong
Classifier 25: 100000100100100100100100 = 5 fitness,0]: 0.1981 prediction,0]: 37.58395835083638 error,0]: 0.4772220536249172 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],wrong
Classifier 26: 100000100100100100100100 = 0 fitness,0]: 0.1981 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",6. 5.],wrong
Classifier 36: 010011010000100100100100 = 0 fitness,0]: 0.41541490000000003 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.41541490000000003 prediction,1]: 0.0 error,1]: 0.0 Experience: 5 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],right
Classifier 37: 010011010000100100100100 = 1 fitness,0]: 0.27829000000000004 prediction,0]: 492.3980608929017 error,0]: 171.73462607139885 fitness,1]: 0.27829000000000004 prediction,1]: 0.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],right
Classifier 38: 010011010000100100100100 = 5 fitness,0]: 0.109 prediction,0]: 367.810937586716 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],right
Classifier 30: 010011010000100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],wrong
Classifier 31: 010011010000100100100100 = 0 fitness,0]: 0.1981 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],wrong
Classifier 32: 010011010000100100100100 = 2 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",7. 4.],wrong
Classifier 42: 000100100100100100100100 = 6 fitness,0]: 0.27829000000000004 prediction,0]: 318.2188152543766 error,0]: 135.53646920906277 fitness,1]: 0.27829000000000004 prediction,1]: 0.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],right
Classifier 43: 000100100100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],right
Classifier 44: 000100100100100100100100 = 1 fitness,0]: 0.1981 prediction,0]: 1636.4376305087533 error,0]: 176.78118474562336 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],right
Classifier 33: 000100100100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],wrong
Classifier 34: 000100100100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],wrong
Classifier 35: 000100100100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",7. 5.],wrong
Classifier 27: 011010010100111100100100 = 6 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],right
Classifier 28: 011010010100111100100100 = 5 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],right
Classifier 29: 011010010100111100100100 = 3 fitness,0]: 0.5264860690000001 prediction,0]: 481.1415897928886 error,0]: 94.2551373279968 fitness,1]: 0.5264860690000001 prediction,1]: 0.0 error,1]: 0.0 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],right
Classifier 21: 011010010100111100100100 = 3 fitness,0]: 0.350461 prediction,0]: 34.94610777270076 error,0]: 10.961229175983942 fitness,1]: 0.350461 prediction,1]: 0.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],wrong
Classifier 22: 011010010100111100100100 = 2 fitness,0]: 0.350461 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 0.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],wrong
Classifier 23: 011010010100111100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 4.],wrong
Classifier 39: 100100111100100100100100 = 5 fitness,0]: 0.350461 prediction,0]: 277.1659697742024 error,0]: 72.64649883274231 fitness,1]: 0.350461 prediction,1]: 0.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],right
Classifier 40: 100100111100100100100100 = 1 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],right
Classifier 41: 100100111100100100100100 = 0 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],right
Classifier 36: 100100111100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],wrong
Classifier 37: 100100111100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],wrong
Classifier 38: 100100111100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",8. 5.],wrong
Classifier 45: 010010001100001100100001 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.],right
Classifier 46: 010010001100001100100001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.],right
Classifier 47: 010010001100001100100001 = 0 fitness,0]: 0.1981 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 0.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",9. 4.],right
Classifier 30: 100100001100001100100001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 7.],right
Classifier 31: 100100001100001100100001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 7.],right
Classifier 32: 100100001100001100100001 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 7.],right
