x,y,actionList,predictionsList
3,10,2,"[-20.45101996606212, -20.37078773818473, -20.36858667489933]"
3,11,0,"[-20.02718359912951, -20.071192600985253, -20.417811356708388]"
3,12,2,"[-19.056592464051384, -19.158115819027433, -18.666972455178264]"
3,13,2,"[-17.45377704352373, -17.739708982444217, -17.07870282275462]"
3,14,2,"[-15.784037607967786, -16.024884839505265, -15.514505844530788]"
3,15,1,"[-14.534648668649474, -14.153950316987196, -14.252319515097327]"
3,16,2,"[-13.245827779809096, -13.172314655480397, -12.839792317490486]"
3,17,1,"[-10.886016410620071, -10.596678057174886, -10.833451677293448]"
3,18,0,"[0.01, 0.01, 0.01]"
3,19,0,"[0.01, 0.01, 0.01]"
4,0,0,"[0.01, 0.01, 0.01]"
4,1,2,"[-0.7900999999999999, -3.4751918335287497, 0.01]"
4,2,1,"[-8.695689720013714, -8.67216386702555, -8.762885165186022]"
4,3,1,"[-11.496256369414933, -11.461319142256045, -12.06641314458962]"
4,4,1,"[-13.98925309706977, -13.979861111871646, -14.257788160262638]"
4,5,0,"[-16.346342711315504, -16.374503906854002, -16.423684879477083]"
4,6,1,"[-18.488348383596502, -18.46556639403429, -18.72966584118404]"
4,7,1,"[-20.686578112067366, -20.547879792926036, -20.899099530998434]"
4,8,2,"[-23.23388351187988, -23.43999593638433, -23.119514310638365]"
4,9,0,"[-24.050091750298055, -24.753691446051832, -24.678029253994815]"
4,10,2,"[-24.908838510119352, -25.0160751940347, -24.547218108197534]"
4,11,1,"[-22.78045001717048, -22.745937411325023, -22.83356511302352]"
4,12,2,"[-21.471399106073864, -21.140362784222564, -21.080598356184222]"
4,13,2,"[-19.988049046795247, -19.77117954746042, -19.394538181287253]"
4,14,2,"[-17.995608771404275, -18.030030058290876, -17.821554473574608]"
4,15,2,"[-15.475922128462688, -15.226202450480052, -14.900363345366756]"
4,16,0,"[-13.423819114447303, -13.504953244943888, -13.528022997919638]"
4,17,2,"[-12.857218926099957, -12.567415202770917, -12.288511212361565]"
4,18,2,"[-6.774111903372816, -3.372669052471178, -2.483958958930109]"
4,19,0,"[0.01, 0.01, 0.01]"
5,0,0,"[0.01, 0.01, 0.01]"
5,1,0,"[0.01, -0.9901, -0.9901]"
5,2,1,"[-8.418842761787467, -8.40491312778242, -8.406272530213851]"
5,3,2,"[-10.84539029699589, -10.696246277640316, -10.631595632031129]"
5,4,2,"[-13.24186228904745, -13.27740462003332, -13.181838565710766]"
5,5,0,"[-15.83223713499448, -15.925145869177769, -15.862387999553398]"
5,6,0,"[-18.00798645889094, -18.02367921128114, -18.06413586919999]"
5,7,0,"[-19.69443941865754, -20.09581602345291, -20.419134652906408]"
5,8,1,"[-22.27110436701043, -22.01129737558641, -22.129055139977048]"
5,9,1,"[-23.987814719391316, -23.86860034986852, -23.963677025722923]"
5,10,0,"[-25.55823152097459, -26.008098466062133, -26.00991949387309]"
5,11,2,"[-24.653343468763083, -24.99923624545256, -24.65239455166597]"
5,12,2,"[-23.111790866785675, -22.906924393943868, -22.51533900360494]"
5,13,2,"[-20.445987546161717, -20.38954503962779, -20.217212366126514]"
5,14,2,"[-18.595358118905487, -18.087188826868008, -17.711490687017534]"
5,15,2,"[-16.398465207637184, -16.29498884824264, -15.973076331343396]"
5,16,2,"[-13.833607359289784, -13.69306124063414, -13.639300061774946]"
5,17,2,"[-12.794376270543518, -12.893090935611752, -12.71498442004665]"
5,18,1,"[-7.473827565067155, -4.852794616717207, -5.075119296299334]"
5,19,0,"[0.01, 0.01, 0.01]"
6,0,0,"[0.01, 0.01, 0.01]"
6,1,0,"[0.01, 0.01, 0.01]"
6,2,0,"[-5.184892044164231, -5.523602135150058, -5.222787286121952]"
6,3,1,"[-9.535659953497486, -9.474267201358861, -9.642190801480565]"
6,4,0,"[-11.399808264022202, -11.538973688327108, -11.473496066704707]"
6,5,2,"[-14.121025150810436, -14.061447417391467, -14.049817155693294]"
6,6,0,"[-15.314566291203395, -15.769625779646434, -15.665662287920075]"
6,7,1,"[-17.987654992836575, -17.749125395014918, -18.157574371747693]"
6,8,0,"[-19.54459183482369, -19.8502507659544, -19.9511227932436]"
6,9,1,"[-20.788583236120736, -20.670141580947668, -20.67666229187327]"
6,10,0,"[-21.145720893087365, -21.19600886975798, -21.15751327706039]"
6,11,0,"[-21.38042420298374, -21.411684123420393, -21.42690175143595]"
6,12,2,"[-20.532586588160893, -20.356287540018872, -19.90081706430608]"
6,13,1,"[-19.687930324318142, -18.803220551940072, -18.861473827092606]"
6,14,1,"[-17.338256422804164, -17.01499752313939, -17.251246913809332]"
6,15,2,"[-15.298452045903614, -15.19431058204446, -15.062689869395687]"
6,16,2,"[-13.630077238428662, -13.680888881421485, -13.464429969152846]"
6,17,2,"[-12.073037047186908, -12.064316930082926, -11.936367741021046]"
6,18,2,"[-10.01262209616751, -7.8197665214059855, -6.59809553172895]"
6,19,0,"[0.01, 0.01, 0.01]"
7,0,0,"[0.01, 0.01, 0.01]"
7,1,0,"[0.01, 0.01, 0.01]"
7,2,0,"[0.01, 0.01, 0.01]"
7,3,0,"[-6.519243935276296, -6.7600720839588515, -6.665337358441704]"
7,4,1,"[-10.403111254487348, -9.934458258959062, -10.36916704260051]"
7,5,0,"[-11.52638095643431, -11.596436647769316, -11.98649986134903]"
7,6,1,"[-13.296005418869381, -13.168857576742276, -13.72147374667988]"
7,7,0,"[-14.612836874914223, -14.646512448022731, -15.309934578073783]"
7,8,0,"[-15.90776207461827, -16.196578924895633, -16.115417521091953]"
7,9,0,"[-16.613373288925867, -16.833330212784855, -16.64898466884074]"
7,10,1,"[-17.524784530235706, -17.502242413372635, -17.55568493052433]"
7,11,2,"[-17.2347039933836, -17.340755428138113, -17.168590668563688]"
7,12,1,"[-17.065115679762098, -16.999793959669777, -17.032472147111392]"
7,13,1,"[-16.25939606607387, -15.925099803288164, -16.207056594269183]"
7,14,2,"[-15.252394525528246, -15.220827737740507, -15.033438218437777]"
7,15,1,"[-13.533899795112099, -13.314095378747464, -13.476866916516107]"
7,16,2,"[-12.175174810431505, -12.0655130382096, -11.375385934602855]"
7,17,2,"[-10.328652612808245, -10.392482788676038, -10.100104174866065]"
7,18,1,"[-10.214411363523816, 0.01, 0.01]"
7,19,0,"[0.01, 0.01, 0.01]"
8,0,0,"[0.01, 0.01, 0.01]"
8,1,0,"[0.01, 0.01, 0.01]"
8,2,0,"[0.01, 0.01, 0.01]"
8,3,0,"[0.01, 0.01, 0.01]"
8,4,1,"[-7.590164626209357, -7.476858615743959, -7.9357405434267045]"
8,5,1,"[-10.378486336150761, -10.102803664592145, -10.473383488533024]"
8,6,1,"[-11.658267992963093, -11.470698474625653, -11.671019741004184]"
8,7,1,"[-12.552526777539734, -12.502198807191366, -12.751156916862675]"
8,8,1,"[-13.189785510608068, -13.17784906348541, -13.423277037957789]"
8,9,1,"[-14.195546101450411, -14.16585565000318, -14.312215426864842]"
8,10,1,"[-14.66039062536037, -14.631330094167929, -14.738673018138748]"
8,11,1,"[-14.89727606353668, -14.894899405472195, -15.128595269170791]"
8,12,0,"[-14.449773842863962, -14.685508793272739, -14.67313660465944]"
8,13,2,"[-13.848198362238449, -13.78137765918903, -13.64641512970884]"
8,14,1,"[-12.046825329387007, -11.802298846180681, -12.21182435033479]"
8,15,1,"[-11.303654585936957, -10.551498356334044, -11.589327240159339]"
8,16,1,"[-9.820744488685257, -9.574881232978194, -9.847577511649602]"
8,17,0,"[-8.098899936700384, -8.123526987376914, -8.7282561017824]"
8,18,0,"[0.01, 0.01, 0.01]"
8,19,0,"[0.01, 0.01, 0.01]"
9,0,0,"[0.01, 0.01, 0.01]"
9,1,0,"[0.01, 0.01, 0.01]"
9,2,0,"[0.01, 0.01, 0.01]"
9,3,0,"[0.01, 0.01, 0.01]"
9,4,0,"[0.01, 0.01, 0.01]"
9,5,0,"[0.01, -11.075145134569134, 0.01]"
9,6,1,"[-9.61703616630736, -8.74431527495675, -9.33973145227286]"
9,7,0,"[-10.587437235381302, -11.046889990004367, -10.955988254038271]"
9,8,0,"[-11.470987224017593, -11.830565955099923, -11.588878080436608]"
9,9,1,"[-12.87744435734564, -12.740754128159967, -12.847790785372895]"
9,10,1,"[-13.383638566485821, -13.374070716927823, -13.440633398698804]"
9,11,0,"[-13.818468514247645, -13.917076374037816, -13.84469351610623]"
9,12,1,"[-12.74360080321929, -12.209743585988491, -12.924790311990517]"
9,13,2,"[-11.481491229642874, -11.200888954616993, -10.573524797318528]"
9,14,2,"[-10.246244194907117, -10.008366536360253, -9.546855535617176]"
9,15,1,"[-7.397725746735515, -7.148358831814079, -7.247104902523766]"
9,16,2,"[-5.734743049444428, -4.717309929846531, 0.01]"
9,17,0,"[0.01, 0.01, 0.01]"
9,18,0,"[0.01, 0.01, 0.01]"
9,19,0,"[0.01, 0.01, 0.01]"
10,0,0,"[0.01, 0.01, 0.01]"
10,1,0,"[0.01, 0.01, 0.01]"
10,2,0,"[0.01, 0.01, 0.01]"
10,3,0,"[0.01, 0.01, 0.01]"
10,4,0,"[0.01, 0.01, 0.01]"
10,5,0,"[0.01, 0.01, 0.01]"
10,6,0,"[0.01, 0.01, 0.01]"
10,7,2,"[-6.477099638155556, -10.484776374755567, -5.220634312438555]"
10,8,1,"[-8.0628026546666, -7.866942256963467, -8.273379571566267]"
10,9,2,"[-9.018474353575709, -9.473781104581896, -9.010308681812361]"
10,10,1,"[-9.338934122846318, -9.290761174879533, -9.54641057118872]"
10,11,1,"[-8.385672094658752, -8.207991450699133, -8.428655882990027]"
10,12,1,"[-7.619862709696664, -7.084981064575453, -7.49942264000137]"
10,13,0,"[-6.915657061634745, -6.954802599775533, -6.960086002303386]"
10,14,2,"[-4.359536033758834, -3.624137874449962, -3.2676084624571993]"
10,15,0,"[0.01, 0.01, 0.01]"
10,16,0,"[0.01, 0.01, 0.01]"
10,17,0,"[0.01, 0.01, 0.01]"
10,18,0,"[0.01, 0.01, 0.01]"
10,19,0,"[0.01, 0.01, 0.01]"
11,0,0,"[0.01, 0.01, 0.01]"
11,1,0,"[0.01, 0.01, 0.01]"
11,2,0,"[0.01, 0.01, 0.01]"
11,3,0,"[0.01, 0.01, 0.01]"
11,4,0,"[0.01, 0.01, 0.01]"
11,5,0,"[0.01, 0.01, 0.01]"
11,6,0,"[0.01, 0.01, 0.01]"
11,7,0,"[0.01, 0.01, 0.01]"
11,8,0,"[0.01, 0.01, 0.01]"
11,9,2,"[-4.293500115986087, -4.49487222325076, -3.8003382163652435]"
11,10,1,"[-4.244280844241347, -4.208447118007308, -4.249578923305639]"
11,11,0,"[-3.113212907422316, -3.371552668815911, -3.298466054801242]"
11,12,2,"[-2.437049294949881, -2.5513184423108464, -2.3812951545567573]"
11,13,2,"[-1.7526506472110948, -1.900870571426255, -1.6716994512729424]"
11,14,2,"[-1.6060480453628896, -0.7947329999999999, -0.5901]"
11,15,0,"[0.01, 0.01, 0.01]"
11,16,0,"[0.01, 0.01, 0.01]"
11,17,0,"[0.01, 0.01, 0.01]"
11,18,0,"[0.01, 0.01, 0.01]"
11,19,0,"[0.01, 0.01, 0.01]"
