x,y,actionList,predictionsList
3,9,1,"[-21.2314523079771, -21.21049860054791, -21.27339336567146]"
3,10,1,"[-21.39868254910339, -21.36339751550738, -21.379503836170358]"
3,11,2,"[-21.087856331014354, -21.534574063610574, -20.84666582870301]"
3,12,1,"[-19.39562403673809, -19.338345953437447, -19.53158814533016]"
3,13,2,"[-18.631200675599544, -18.699006981436842, -18.596517725695833]"
3,14,2,"[-17.42890851234132, -17.22219193732772, -17.162949354130205]"
3,15,0,"[-16.17353759938511, -16.219745811436834, -16.296307297383027]"
3,16,2,"[-16.169249559061242, -15.967451179072432, -15.503139231911803]"
3,17,0,"[-13.198593937178885, -13.387779330417057, -13.574163985758041]"
3,18,0,"[0.01, 0.01, 0.01]"
3,19,0,"[0.01, 0.01, 0.01]"
4,0,0,"[0.01, 0.01, 0.01]"
4,1,1,"[-1.2397396, -0.9901, -6.614128342745082]"
4,2,1,"[-11.180933011295274, -11.117777192961581, -11.712763528801588]"
4,3,2,"[-14.974307226695537, -15.044680317115747, -14.864081898858215]"
4,4,2,"[-16.36052264534315, -16.309100631201616, -16.278215488995592]"
4,5,0,"[-17.881364716965432, -18.22598179863591, -18.04944878229215]"
4,6,0,"[-19.49400007959054, -19.684192882105563, -19.67717420559689]"
4,7,1,"[-21.50710211542519, -21.044704993853966, -21.594292977632016]"
4,8,1,"[-24.704137966793503, -24.293394868060673, -24.756653771822833]"
4,9,1,"[-26.563207550942263, -26.421925136833732, -26.4769879131481]"
4,10,2,"[-26.813480780837935, -26.701459391332897, -26.418975212129837]"
4,11,2,"[-25.513389009261267, -24.939277297324548, -23.963806280390273]"
4,12,2,"[-22.19196898223424, -21.757676984981515, -21.72217181819726]"
4,13,2,"[-20.461855543177744, -19.95219897427657, -19.909312954537853]"
4,14,2,"[-18.907170479920417, -18.80887137774602, -18.78245634927063]"
4,15,1,"[-17.00134697570638, -16.74876409518108, -16.801714485050834]"
4,16,2,"[-16.218458087441107, -16.156620940368878, -16.14157626503445]"
4,17,2,"[-15.705020179035255, -15.70280148788787, -14.950695729146132]"
4,18,2,"[-10.520504292530068, -4.682467693549824, -3.2001413795670546]"
4,19,0,"[0.01, 0.01, 0.01]"
5,0,0,"[0.01, 0.01, 0.01]"
5,1,0,"[-0.9901, -1.8481990000000001, -7.848374429637257]"
5,2,1,"[-10.570619690293107, -10.38515142136633, -10.659228769961654]"
5,3,0,"[-13.239701439764355, -13.811850955170424, -13.870970027413103]"
5,4,0,"[-14.926367027011102, -15.095641141815031, -14.973929253135353]"
5,5,0,"[-16.660697585554626, -17.037637706557312, -17.087466001822943]"
5,6,0,"[-18.571318219290646, -18.799035474489152, -18.83410451071612]"
5,7,1,"[-20.316341004051342, -20.130244665452373, -20.309221676647063]"
5,8,0,"[-23.274667746697475, -23.61616561618301, -23.550999252739807]"
5,9,1,"[-25.89375135973463, -25.761880354347458, -26.118997230020987]"
5,10,0,"[-27.967498949065885, -28.612775043328053, -28.78266810350847]"
5,11,2,"[-27.752534252232596, -28.326020583102565, -27.02224569602759]"
5,12,2,"[-24.238289481876926, -23.48842522516923, -23.398866540144983]"
5,13,1,"[-21.402638931134163, -21.149376405161185, -21.200340890827228]"
5,14,0,"[-19.25983591865699, -19.276915592436293, -19.26241930032294]"
5,15,1,"[-17.47835895826382, -17.421555252555212, -17.5329496155612]"
5,16,0,"[-15.939235564711108, -15.9647562937552, -16.020135360861453]"
5,17,0,"[-15.279327382579801, -15.404213859592652, -15.373542172454773]"
5,18,2,"[-8.659861099585044, -7.899928629559167, -7.474986627043306]"
5,19,0,"[0.01, 0.01, 0.01]"
6,0,0,"[0.01, 0.01, 0.01]"
6,1,0,"[0.01, 0.01, 0.01]"
6,2,0,"[-6.539282122346644, -7.106338055531008, -7.132169885371094]"
6,3,1,"[-12.134223592626544, -12.093817595589694, -12.333286130822625]"
6,4,0,"[-13.472702844991128, -13.485940568292282, -13.80011517593798]"
6,5,0,"[-14.805528767434488, -14.969835382472873, -15.063483089215918]"
6,6,1,"[-17.043682036428226, -16.928536093964983, -17.287755802125293]"
6,7,1,"[-18.289316152102227, -18.171999322545986, -18.36194432866791]"
6,8,0,"[-19.659382201357808, -20.09945076866649, -20.093614264582015]"
6,9,0,"[-21.08446231300898, -21.219777506240597, -21.95270405389655]"
6,10,1,"[-21.980549047562974, -21.970081211106745, -22.145194603990397]"
6,11,0,"[-22.081511580782777, -22.111461704957186, -22.08224188702496]"
6,12,1,"[-21.45533029578303, -21.4143715556758, -21.494527303652582]"
6,13,1,"[-20.101360825062628, -19.7275988324971, -20.082624847472218]"
6,14,2,"[-18.863122586558184, -18.6842522663007, -18.66825223350009]"
6,15,1,"[-16.964705268410217, -16.879818533206702, -17.197443508118276]"
6,16,1,"[-15.836575749458909, -15.679682107278122, -15.812580554647734]"
6,17,2,"[-14.608106758333948, -14.5322583841311, -14.369855305096673]"
6,18,2,"[-12.129066929496696, -8.575878789557418, -7.40361513781545]"
6,19,0,"[0.01, 0.01, 0.01]"
7,0,0,"[0.01, 0.01, 0.01]"
7,1,0,"[0.01, 0.01, 0.01]"
7,2,0,"[0.01, 0.01, 0.01]"
7,3,1,"[-9.250612653937612, -8.899363367907583, -9.086147709565443]"
7,4,0,"[-11.645720550045453, -11.944518237219263, -11.964686030269425]"
7,5,2,"[-13.171022813104523, -13.369434828197665, -13.041048949858997]"
7,6,2,"[-14.581083039168142, -14.641879520327699, -14.529015080572046]"
7,7,0,"[-15.880302759647243, -16.10629854425146, -16.3627566656508]"
7,8,0,"[-17.148775409482962, -17.392037955826385, -17.246261354288205]"
7,9,1,"[-17.52560267812361, -17.497453356135534, -17.563532242530805]"
7,10,2,"[-18.112407076592056, -18.080084463591067, -18.074228411149235]"
7,11,0,"[-18.215694153287597, -18.500738090535606, -18.35875548967858]"
7,12,2,"[-18.361375249837653, -18.424011616175562, -18.298071829081078]"
7,13,1,"[-17.906462593963326, -17.747486674597397, -17.748671550082644]"
7,14,2,"[-16.56403199609952, -16.53055312178566, -16.427589655151646]"
7,15,2,"[-15.928509388908967, -15.955657328556304, -15.849733022014354]"
7,16,2,"[-14.870468287746242, -15.110900403585873, -14.74325047015089]"
7,17,2,"[-12.707890665046246, -12.328487662377658, -12.289964940108103]"
7,18,0,"[0.01, -11.331184114064165, -8.223787147099085]"
7,19,0,"[0.01, 0.01, 0.01]"
8,0,0,"[0.01, 0.01, 0.01]"
8,1,0,"[0.01, 0.01, 0.01]"
8,2,0,"[0.01, 0.01, 0.01]"
8,3,0,"[0.01, 0.01, 0.01]"
8,4,0,"[-7.741380112949657, -8.084799960699954, -7.742494572184177]"
8,5,0,"[-11.549367625718126, -12.047752071235369, -11.699782301865579]"
8,6,1,"[-13.333623263776781, -13.112971239931687, -13.157746546245075]"
8,7,1,"[-14.151204372620388, -14.063295049287554, -14.2177659409179]"
8,8,0,"[-14.93908950524429, -14.974775591388815, -15.043652744986657]"
8,9,1,"[-15.640721430595708, -15.454300874197054, -15.51118384102866]"
8,10,2,"[-15.70549086407153, -15.75383873106003, -15.680979333770516]"
8,11,0,"[-15.989420807382405, -16.194348319134463, -16.04978265131814]"
8,12,2,"[-16.360513184811943, -16.38184046522462, -16.321196365485957]"
8,13,1,"[-15.85594115608507, -15.712506026735463, -15.857794579545361]"
8,14,2,"[-15.20241765276029, -15.274398321400634, -13.981825054255953]"
8,15,2,"[-14.274870956905668, -14.153753459553878, -14.06090716720176]"
8,16,2,"[-11.01219558643806, -11.667785963906207, -10.845827440342422]"
8,17,1,"[-8.344423536118056, -7.599377210409295, -10.905112510315154]"
8,18,0,"[0.01, 0.01, 0.01]"
8,19,0,"[0.01, 0.01, 0.01]"
9,0,0,"[0.01, 0.01, 0.01]"
9,1,0,"[0.01, 0.01, 0.01]"
9,2,0,"[0.01, 0.01, 0.01]"
9,3,0,"[0.01, 0.01, 0.01]"
9,4,0,"[0.01, 0.01, 0.01]"
9,5,1,"[-5.6261005212231145, -0.9901, -10.515893886109959]"
9,6,0,"[-11.239367437450063, -11.309720829319524, -11.305400224927402]"
9,7,0,"[-12.78117644094744, -13.086058127314082, -12.887207232273505]"
9,8,1,"[-13.663052284269131, -13.614974484593946, -13.847911941224677]"
9,9,2,"[-14.95812056650949, -14.962777043547538, -14.901071861944011]"
9,10,2,"[-15.762528996783372, -15.830863210260667, -15.695757532530095]"
9,11,1,"[-15.999067084714111, -15.912828127315453, -15.936682563512232]"
9,12,2,"[-15.488173408635111, -15.386442835098073, -15.303623191362796]"
9,13,2,"[-14.303926279368822, -14.365793314271729, -14.048856608883995]"
9,14,1,"[-12.933311454179183, -11.56928250887087, -12.485424246244051]"
9,15,2,"[-8.520786328080787, -8.101518647089279, -7.652948301844073]"
9,16,2,"[-5.004690985893701, -7.589171303657223, 0.01]"
9,17,0,"[0.01, 0.01, 0.01]"
9,18,0,"[0.01, 0.01, 0.01]"
9,19,0,"[0.01, 0.01, 0.01]"
10,0,0,"[0.01, 0.01, 0.01]"
10,1,0,"[0.01, 0.01, 0.01]"
10,2,0,"[0.01, 0.01, 0.01]"
10,3,0,"[0.01, 0.01, 0.01]"
10,4,0,"[0.01, 0.01, 0.01]"
10,5,0,"[0.01, 0.01, 0.01]"
10,6,0,"[0.01, 0.01, 0.01]"
10,7,1,"[-7.395191242085154, -7.376933389110791, -8.246280152439825]"
10,8,1,"[-11.01969512765923, -10.791302809093803, -11.184044605618459]"
10,9,1,"[-12.610657784207955, -12.120669695828987, -12.194772800854963]"
10,10,1,"[-13.711429958902619, -13.663229757155989, -13.949714710708054]"
10,11,2,"[-13.882666682281405, -13.977082088287105, -13.868198623806261]"
10,12,2,"[-10.899484512924044, -11.149585979469814, -10.882870768314735]"
10,13,0,"[-7.380290742529225, -7.944685328104024, -8.011800090194557]"
10,14,2,"[-4.577096227296459, -4.154023246502342, -3.3210802176437677]"
10,15,2,"[-4.07822075879806, -4.2985376881173245, 0.01]"
10,16,0,"[0.01, 0.01, 0.01]"
10,17,0,"[0.01, 0.01, 0.01]"
10,18,0,"[0.01, 0.01, 0.01]"
10,19,0,"[0.01, 0.01, 0.01]"
11,0,0,"[0.01, 0.01, 0.01]"
11,1,0,"[0.01, 0.01, 0.01]"
11,2,0,"[0.01, 0.01, 0.01]"
11,3,0,"[0.01, 0.01, 0.01]"
11,4,0,"[0.01, 0.01, 0.01]"
11,5,0,"[0.01, 0.01, 0.01]"
11,6,0,"[0.01, 0.01, 0.01]"
11,7,0,"[0.01, 0.01, 0.01]"
11,8,0,"[0.01, 0.01, 0.01]"
11,9,1,"[-3.5940847170577683, -2.6495615592749813, -4.254905423249079]"
11,10,0,"[-2.9191976541817493, -3.0687128616359685, -2.993074437102104]"
11,11,0,"[-2.687170292276873, -2.801587248716439, -2.737480474403109]"
11,12,0,"[-2.414902192780014, -2.7431904769123316, -2.4727552925133782]"
11,13,2,"[-1.778921883170519, -1.9847238902361437, -1.5667531022250345]"
11,14,2,"[-2.2784380134021713, -2.206407305125, -1.367760229375]"
11,15,0,"[0.01, 0.01, 0.01]"
11,16,0,"[0.01, 0.01, 0.01]"
11,17,0,"[0.01, 0.01, 0.01]"
11,18,0,"[0.01, 0.01, 0.01]"
11,19,0,"[0.01, 0.01, 0.01]"
