x,y,actionList,predictionsList
3,9,2,"[-17.837767793301236, -17.773828755569056, -17.740861870674767]"
3,10,2,"[-17.856395222378463, -17.955711606403636, -17.797213075030527]"
3,11,2,"[-17.572486637534798, -17.56545117042277, -17.52563805415873]"
3,12,0,"[-16.696778788530196, -17.219979561217492, -16.78391108877069]"
3,13,1,"[-15.601235788220299, -15.540351226498117, -15.593886769582886]"
3,14,0,"[-14.488540985484057, -14.504134220877443, -14.544840698207155]"
3,15,0,"[-13.059212755036972, -13.204681014211797, -13.064273463596916]"
3,16,2,"[-12.972317832452928, -12.684080586822544, -12.358232265690015]"
3,17,0,"[-9.35093556295072, -9.875654709990055, -9.56577484424279]"
3,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
3,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
4,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
4,1,2,"[-0.9901, -5.661221806608241, 0.009999999999999998]"
4,2,0,"[-8.506131502156986, -8.570635269237808, -9.721252754531237]"
4,3,2,"[-11.83272133234332, -11.829315003871784, -11.72825649409703]"
4,4,2,"[-13.799371759594226, -13.835068424269597, -13.777165635683204]"
4,5,0,"[-15.143942163476215, -15.18154231700548, -15.28105238745512]"
4,6,0,"[-16.689406131041178, -16.976444991432444, -16.93871773697944]"
4,7,0,"[-18.431842636726156, -18.435911778936998, -18.674946860838702]"
4,8,0,"[-19.817807428003942, -20.244484728552205, -20.39415968954721]"
4,9,0,"[-21.553024020504743, -22.034143476679752, -22.141791948861616]"
4,10,2,"[-22.219737805644137, -22.363569983183325, -22.002803951411337]"
4,11,1,"[-20.15357950595888, -19.98772464147994, -20.26208427543575]"
4,12,2,"[-18.712229063506488, -18.64072132900717, -18.53060196469699]"
4,13,2,"[-17.46229216247799, -17.45365917532931, -17.25029714080544]"
4,14,2,"[-15.663259113042653, -15.73387762853587, -15.498122072266021]"
4,15,2,"[-14.597231624137944, -14.477197782751164, -14.342809979442197]"
4,16,2,"[-12.63197397887225, -12.725880821974306, -12.593414692923009]"
4,17,2,"[-12.169061339343159, -12.208719994290336, -12.163569697762583]"
4,18,1,"[-2.065016108016679, -0.6400999999999999, -2.3924918461762]"
4,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
5,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
5,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
5,2,0,"[-7.671585892626307, -7.715415164947331, -7.853799118428599]"
5,3,0,"[-10.16045448959634, -10.934111236657923, -10.755730120251437]"
5,4,0,"[-12.745454988036613, -12.968006334455673, -13.047131664401352]"
5,5,0,"[-14.38875099330114, -14.553011235705938, -14.47647073200267]"
5,6,0,"[-16.188264364253392, -16.479071065349054, -16.35628812060206]"
5,7,1,"[-17.72366585836979, -17.455602213756407, -17.568603522744247]"
5,8,1,"[-19.67502822447604, -19.581770817156233, -19.838382588732642]"
5,9,0,"[-21.786971523155287, -22.06383323790287, -21.973337879693194]"
5,10,0,"[-23.930866872433036, -24.18134586357489, -24.4528975793387]"
5,11,2,"[-22.060017825151167, -22.51130847142094, -21.890828004180047]"
5,12,1,"[-20.249309305638285, -19.840446095637482, -19.87160787142752]"
5,13,2,"[-17.963840072630166, -17.78303832863658, -17.714139100166204]"
5,14,0,"[-16.27152011867871, -16.469617813691826, -16.369390472114695]"
5,15,2,"[-15.041381133503084, -14.816117031385456, -14.762440254458978]"
5,16,2,"[-13.189169736587019, -13.01818155558193, -12.918986390260914]"
5,17,1,"[-12.317873468514307, -12.173421516947851, -12.248414113855524]"
5,18,2,"[-6.419357497789594, -5.336769737947875, -3.662480800099761]"
5,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
6,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
6,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
6,2,0,"[-4.950179835176286, -4.997556750504669, -5.834242962199026]"
6,3,0,"[-9.911040323241316, -9.96253365329068, -9.948742498999394]"
6,4,0,"[-10.832660016787955, -11.146560712550322, -11.195216629264472]"
6,5,1,"[-12.908211937454524, -12.846216365929056, -13.37631894690887]"
6,6,1,"[-14.159344153408707, -13.97284259917717, -14.01295544259078]"
6,7,0,"[-15.606950306612, -15.732327294977885, -16.115581987467223]"
6,8,0,"[-16.978073197300823, -17.016956465811685, -17.002573109562483]"
6,9,0,"[-17.64339027641018, -18.143208500581807, -17.835103559165585]"
6,10,1,"[-18.47576773943204, -18.418790952318016, -18.593494460412057]"
6,11,0,"[-18.006340241702965, -18.38256737593822, -18.36443854039556]"
6,12,1,"[-17.802626776086377, -17.478509486669346, -17.51362311225617]"
6,13,2,"[-17.17710982601109, -17.24307603718711, -16.951562084035924]"
6,14,1,"[-15.686039604746735, -15.644406172182777, -15.699343191763761]"
6,15,1,"[-14.341297889817948, -14.089565759227316, -14.188074893644366]"
6,16,0,"[-12.902063164568307, -13.065265888796224, -13.02161874667117]"
6,17,2,"[-12.027265723760092, -11.963908468620403, -11.73926455035228]"
6,18,2,"[-8.59614352862207, -6.726994741520636, -4.886145520196778]"
6,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
7,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
7,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
7,2,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
7,3,2,"[-6.99643949152499, -7.122604179960749, -6.74301531867577]"
7,4,0,"[-9.542069192082215, -9.869799482337758, -9.935070815154791]"
7,5,0,"[-10.765238364856703, -10.796123907284233, -11.143712942118668]"
7,6,2,"[-11.994011962400734, -12.751123676512833, -11.979339416718926]"
7,7,1,"[-13.60457674476612, -13.305305807105336, -13.382686288257197]"
7,8,0,"[-14.301159387605441, -14.463370316210424, -14.351292846087448]"
7,9,0,"[-15.142955315335616, -15.259439720996813, -15.588482436692905]"
7,10,0,"[-15.254702191642442, -15.344598825105246, -15.419199087083118]"
7,11,2,"[-15.242313756723352, -15.182354997775, -15.180780097905053]"
7,12,1,"[-15.402839402844217, -15.391698046468807, -15.398995533152672]"
7,13,2,"[-15.080794065697745, -15.148583631022083, -14.883409275113806]"
7,14,2,"[-13.826388100282504, -13.83410932325651, -13.576086361397694]"
7,15,2,"[-12.587906338194237, -12.880630652721932, -12.560846379671364]"
7,16,0,"[-12.119369485198781, -12.530038062906492, -12.638313886511208]"
7,17,1,"[-9.780065279768957, -8.843087920469568, -9.085531428242726]"
7,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
7,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,2,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,3,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,4,0,"[-6.6698226386185375, -6.75128252064902, -7.256973361874389]"
8,5,0,"[-9.618864002849516, -9.825279998812197, -9.68064317707515]"
8,6,1,"[-10.998282878873452, -10.889781509128504, -10.942279180836671]"
8,7,0,"[-11.55830932705789, -11.758727452809293, -11.97364364275311]"
8,8,0,"[-12.287496419999908, -12.471166442085151, -12.288545026338742]"
8,9,1,"[-13.209983884444615, -13.200573519110923, -13.265131331136157]"
8,10,0,"[-13.63952292258458, -13.941318946517786, -13.671237733993005]"
8,11,0,"[-13.619248533295433, -13.701591850746102, -13.656592364698536]"
8,12,1,"[-13.253963053431967, -13.171782482623781, -13.22464054141129]"
8,13,0,"[-12.608509226589682, -12.622876517498892, -12.789282767639186]"
8,14,2,"[-12.430535407206147, -12.398595176415977, -11.66716433025315]"
8,15,2,"[-11.823205163577487, -11.731097758561615, -11.206606429961065]"
8,16,2,"[-8.61478514003492, -8.549066015919138, -8.522295793027002]"
8,17,1,"[-8.623070326775556, 0.009999999999999998, -8.832724747535291]"
8,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
8,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,2,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,3,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,4,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,5,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,6,1,"[-8.922393919713237, -8.491122167495847, -8.560848927135403]"
9,7,0,"[-10.603883010580656, -10.753976946200641, -10.95805727009099]"
9,8,0,"[-11.740101733210345, -11.773411544349155, -11.785116123177342]"
9,9,0,"[-12.245116402607694, -12.427800166503623, -12.43949502360034]"
9,10,0,"[-12.826098740783667, -12.996316730869797, -12.897934693721634]"
9,11,0,"[-12.949365805144907, -13.091042684562396, -12.971346028480141]"
9,12,2,"[-12.539890385366496, -12.776677680621937, -12.026651008186583]"
9,13,2,"[-11.748050033135378, -11.444506033531475, -11.249315882508302]"
9,14,2,"[-9.119673103186123, -9.120690481588246, -8.334900457785436]"
9,15,0,"[-6.3601994530494945, -6.697373452158763, -6.557296599424147]"
9,16,2,"[-5.798031826748762, -6.935783161697833, 0.009999999999999998]"
9,17,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
9,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,2,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,3,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,4,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,5,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,6,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,7,0,"[-6.5002177701336255, -8.809795019276457, -8.865606584094197]"
10,8,0,"[-7.266584538759892, -7.476133278509281, -7.910335165800102]"
10,9,0,"[-9.03620033402743, -9.255359222774754, -9.264764271042415]"
10,10,0,"[-9.722327776800888, -9.893056406674464, -9.866964222869711]"
10,11,0,"[-8.908288323368982, -9.17909710345355, -9.019846829351934]"
10,12,2,"[-6.975915481321724, -6.936325288875658, -6.8397510264821335]"
10,13,2,"[-5.205031276818071, -5.066907722933575, -4.495835544751467]"
10,14,2,"[-3.09740943086312, -3.0350652969282823, -2.9829549137145697]"
10,15,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,16,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,17,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
10,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,0,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,1,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,2,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,3,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,4,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,5,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,6,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,7,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,8,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,9,1,"[-2.765905495619646, -2.012934660189808, -2.6371577602423946]"
11,10,1,"[-1.993358841004741, -1.9720973545637865, -1.9965151067990092]"
11,11,1,"[-2.29554911732186, -2.264666296326061, -2.318214873994319]"
11,12,1,"[-2.0077951975769075, -1.9169522963146117, -1.9378758932447684]"
11,13,1,"[-1.2118472042498167, -1.0344501164014699, -1.2399089879749998]"
11,14,2,"[-0.29009999999999997, -1.2639209730667775, 0.009999999999999998]"
11,15,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,16,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,17,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,18,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
11,19,0,"[0.009999999999999998, 0.009999999999999998, 0.009999999999999998]"
