x,y,actionList,predictionsList
3,10,0,"[-15.13727039853583, -15.167029227265697, -15.287046244252785]"
3,11,2,"[-15.510973679375237, -15.226569817756037, -15.226529529282518]"
3,12,1,"[-14.529291456883895, -14.41551416471744, -14.62797245369329]"
3,13,1,"[-13.64149153596571, -13.599209175586449, -13.620523941611712]"
3,14,2,"[-12.579184762138073, -12.492925770566615, -12.23830452593663]"
3,15,2,"[-11.558392243744413, -11.605545427419372, -11.473632155066522]"
3,16,2,"[-11.298643420875429, -11.343420546987327, -11.01513365697652]"
3,17,2,"[-7.575237100306229, -7.665827537047984, -7.285998487188858]"
3,18,0,"[0.01, 0.01, 0.01]"
3,19,0,"[0.01, 0.01, 0.01]"
4,0,0,"[0.01, 0.01, 0.01]"
4,1,1,"[-0.9901, 0.01, -1.1170261732420042]"
4,2,0,"[-6.952209115151428, -7.092833348115557, -7.340492814511059]"
4,3,2,"[-10.498848568189569, -10.642808064389268, -10.388642734427972]"
4,4,2,"[-11.22190692547162, -11.212743213980826, -11.10275652707632]"
4,5,1,"[-13.302841756652192, -13.092363937246084, -13.40212536036381]"
4,6,0,"[-14.061877112560195, -14.346356497715222, -14.661766572866817]"
4,7,0,"[-15.832687094962914, -16.189668628276007, -16.146047108851523]"
4,8,0,"[-17.346474620220718, -17.42423645284959, -17.482394874795325]"
4,9,1,"[-19.232641972629068, -18.768110281808845, -19.352131884497762]"
4,10,1,"[-20.064235883221585, -19.93259880929601, -20.06186656165822]"
4,11,2,"[-18.48411666556995, -18.30462886946585, -18.15010786204607]"
4,12,2,"[-16.885279313036392, -16.486157016867093, -16.092601552561067]"
4,13,2,"[-15.169968849560984, -15.196120043079178, -14.952824173142528]"
4,14,2,"[-13.633672702161412, -13.497741220217597, -13.399719401064601]"
4,15,1,"[-12.235327463707403, -11.94038256454147, -12.067238728934242]"
4,16,2,"[-11.253778579407335, -11.257448729479485, -11.217829058665473]"
4,17,2,"[-10.535554241343341, -10.71224748418131, -9.919469843818312]"
4,18,0,"[0.01, 0.01, 0.01]"
4,19,0,"[0.01, 0.01, 0.01]"
5,0,0,"[0.01, 0.01, 0.01]"
5,1,0,"[0.01, 0.01, 0.01]"
5,2,0,"[-6.433473832333084, -6.727928718616373, -6.478532699075039]"
5,3,2,"[-9.485406426121296, -9.593885921580405, -9.458399012218859]"
5,4,0,"[-10.105967640318841, -10.721609774782646, -10.595758997097944]"
5,5,1,"[-12.720472245875424, -12.652553500957874, -12.969285289808152]"
5,6,0,"[-13.847446299474573, -13.94934493492249, -13.935636324405857]"
5,7,1,"[-15.589536336279457, -15.561121816810987, -15.733530295641504]"
5,8,1,"[-17.260204966164796, -16.898522448749084, -17.036589421694146]"
5,9,0,"[-18.383779974722923, -18.562959050953907, -18.644126366767402]"
5,10,0,"[-20.458271055153926, -21.290789980863387, -21.200316991788426]"
5,11,1,"[-19.851989297804877, -19.118778842908668, -19.654313990071355]"
5,12,2,"[-17.610861698798843, -18.033996222380193, -17.289139378456078]"
5,13,2,"[-15.988043954886551, -15.89982531982572, -15.305190424207954]"
5,14,2,"[-14.150453256504333, -13.967162071956123, -13.60398726143329]"
5,15,1,"[-12.248114923546083, -12.143312300763737, -12.395674726910936]"
5,16,2,"[-11.0410520125332, -10.861062053652265, -10.793876603193583]"
5,17,1,"[-10.922319237369836, -10.709753661008303, -10.819567627697655]"
5,18,2,"[-4.4193400399449665, -3.652413068322852, -1.8455345335248627]"
5,19,0,"[0.01, 0.01, 0.01]"
6,0,0,"[0.01, 0.01, 0.01]"
6,1,0,"[0.01, 0.01, 0.01]"
6,2,2,"[-3.05366247711528, -3.043235708362305, -2.734937125930341]"
6,3,0,"[-7.961303780995183, -8.17025309046023, -7.964804300104147]"
6,4,2,"[-9.152085672394461, -9.254407488090038, -9.126925815882112]"
6,5,0,"[-10.496019647744108, -10.991979436248863, -10.94267225678094]"
6,6,0,"[-12.352560663073222, -12.672256546542602, -12.617834404861874]"
6,7,1,"[-14.098082471896731, -13.865560301885903, -14.013545580795654]"
6,8,0,"[-14.86831709188172, -15.203684335606201, -15.028427061789394]"
6,9,1,"[-15.566747304342627, -15.557424060539738, -15.895610744537834]"
6,10,1,"[-15.81551676931965, -15.74211393700406, -15.783072895125658]"
6,11,2,"[-15.644973287169272, -15.525840403167628, -15.21172962975189]"
6,12,1,"[-15.34880573435851, -15.243653592862076, -15.252644041761366]"
6,13,2,"[-14.661438103561759, -14.353736327217593, -14.322772937414015]"
6,14,0,"[-13.555496471634532, -13.638823165496657, -13.565288329816617]"
6,15,2,"[-12.080464390940493, -12.347449438092019, -11.857101574078927]"
6,16,1,"[-11.038449285855249, -10.989463915383077, -11.112689675005718]"
6,17,0,"[-9.73311884077367, -10.195998443566205, -10.234078294515513]"
6,18,2,"[-7.613895326130693, -8.608622281009477, -1.8452188033299997]"
6,19,0,"[0.01, 0.01, 0.01]"
7,0,0,"[0.01, 0.01, 0.01]"
7,1,0,"[0.01, 0.01, 0.01]"
7,2,0,"[0.01, 0.01, 0.01]"
7,3,0,"[-5.6270076313984605, -5.853596417480103, -5.758000781178202]"
7,4,0,"[-7.784391239895085, -7.925666025413605, -7.908561650349174]"
7,5,0,"[-8.849580290827479, -9.302097101498576, -9.31889997190625]"
7,6,0,"[-10.249201684961937, -10.451612411407053, -10.813124848710965]"
7,7,0,"[-11.623930084060648, -12.016958415299637, -12.096604278682419]"
7,8,1,"[-12.56585680632504, -12.277452580266838, -12.409050945908271]"
7,9,1,"[-13.036552313115063, -12.937707472261582, -13.379676867435943]"
7,10,1,"[-13.694862778798134, -13.547427931051116, -13.963095473168831]"
7,11,1,"[-13.687163162950004, -13.605218622505822, -13.766158192519084]"
7,12,1,"[-13.574385694483365, -13.24073835486664, -13.592834983567839]"
7,13,1,"[-12.875653994573664, -12.453497286032539, -12.46966608734986]"
7,14,0,"[-11.476421223006492, -11.835405436336274, -11.930663477674731]"
7,15,1,"[-11.242367733574469, -10.967664126187058, -11.099756955887912]"
7,16,1,"[-9.956246958862424, -9.935139624812361, -9.974407489578134]"
7,17,1,"[-7.21196559797029, -6.368379623179626, -7.3745322026271]"
7,18,1,"[-8.006306585497587, 0.01, 0.01]"
7,19,0,"[0.01, 0.01, 0.01]"
8,0,0,"[0.01, 0.01, 0.01]"
8,1,0,"[0.01, 0.01, 0.01]"
8,2,0,"[0.01, 0.01, 0.01]"
8,3,0,"[0.01, 0.01, 0.01]"
8,4,0,"[-4.993528677326697, -6.2181887633276665, -5.485601307316331]"
8,5,0,"[-7.440532298993388, -8.044105995607827, -8.08987296772915]"
8,6,0,"[-8.832309695605414, -9.111398702545303, -9.275305663694585]"
8,7,0,"[-10.108676706749122, -10.156420114470242, -10.488408364676424]"
8,8,0,"[-10.544064403665026, -10.588424849732544, -10.630234192504158]"
8,9,1,"[-10.952732864603972, -10.763303649306662, -10.814740337018922]"
8,10,0,"[-10.555196631465565, -10.970128620880166, -10.914955580739656]"
8,11,1,"[-11.145570649898097, -11.031086650815595, -11.205738199338828]"
8,12,1,"[-11.149289492191128, -10.925679867748714, -11.068026862758483]"
8,13,1,"[-10.930099072120143, -10.639393492912916, -10.767266460380771]"
8,14,0,"[-9.866418151639154, -10.230382466115277, -10.11879102266065]"
8,15,0,"[-9.379958773816858, -9.640839748371548, -9.393704283519963]"
8,16,2,"[-6.862434324037174, -6.7131275062081235, -6.407298745763782]"
8,17,0,"[0.01, -6.55354978092697, 0.01]"
8,18,0,"[0.01, 0.01, 0.01]"
8,19,0,"[0.01, 0.01, 0.01]"
9,0,0,"[0.01, 0.01, 0.01]"
9,1,0,"[0.01, 0.01, 0.01]"
9,2,0,"[0.01, 0.01, 0.01]"
9,3,0,"[0.01, 0.01, 0.01]"
9,4,0,"[0.01, 0.01, 0.01]"
9,5,1,"[-7.711656969700837, 0.01, 0.01]"
9,6,2,"[-7.19926476702994, -7.148633019878275, -7.076722286838351]"
9,7,1,"[-8.06792614188093, -7.823722260950054, -8.35378672612706]"
9,8,0,"[-8.70203722433181, -9.14753068122693, -9.242181633170631]"
9,9,2,"[-9.849525120208789, -9.8734532696173, -9.805184429479798]"
9,10,1,"[-9.763569408388904, -9.644113684688417, -9.80105424943822]"
9,11,2,"[-9.837271052238991, -9.911905574479437, -9.50131033622257]"
9,12,2,"[-9.920268223084022, -9.988429974758592, -9.709840237133488]"
9,13,1,"[-9.508357862275066, -9.320319003530281, -9.403760646832898]"
9,14,1,"[-7.508944760224462, -6.639716969763251, -7.319493356233427]"
9,15,2,"[-3.7485945149743944, -3.305759591414523, -3.0804229819604925]"
9,16,0,"[0.01, 0.01, 0.01]"
9,17,0,"[0.01, 0.01, 0.01]"
9,18,0,"[0.01, 0.01, 0.01]"
9,19,0,"[0.01, 0.01, 0.01]"
10,0,0,"[0.01, 0.01, 0.01]"
10,1,0,"[0.01, 0.01, 0.01]"
10,2,0,"[0.01, 0.01, 0.01]"
10,3,0,"[0.01, 0.01, 0.01]"
10,4,0,"[0.01, 0.01, 0.01]"
10,5,0,"[0.01, 0.01, 0.01]"
10,6,0,"[0.01, 0.01, 0.01]"
10,7,1,"[-4.322223915093232, -3.999753084540706, -7.066402156979774]"
10,8,0,"[-5.91908219500576, -5.958489424872508, -6.343347690686805]"
10,9,1,"[-7.165390894511554, -6.920742884623264, -7.226815439159926]"
10,10,0,"[-6.906592697787603, -7.151128433547983, -7.0429897623564095]"
10,11,2,"[-7.003762218512727, -6.972876940074829, -6.85803725744435]"
10,12,0,"[-5.86744272036462, -5.989133557558587, -5.872189679719846]"
10,13,2,"[-3.7937372114079277, -3.742257056165795, -3.2752886703525927]"
10,14,2,"[-2.5550445316174795, -1.3151990016666666, -1.1144513806995862]"
10,15,0,"[0.01, 0.01, 0.01]"
10,16,0,"[0.01, 0.01, 0.01]"
10,17,0,"[0.01, 0.01, 0.01]"
10,18,0,"[0.01, 0.01, 0.01]"
10,19,0,"[0.01, 0.01, 0.01]"
11,0,0,"[0.01, 0.01, 0.01]"
11,1,0,"[0.01, 0.01, 0.01]"
11,2,0,"[0.01, 0.01, 0.01]"
11,3,0,"[0.01, 0.01, 0.01]"
11,4,0,"[0.01, 0.01, 0.01]"
11,5,0,"[0.01, 0.01, 0.01]"
11,6,0,"[0.01, 0.01, 0.01]"
11,7,0,"[0.01, 0.01, 0.01]"
11,8,0,"[0.01, 0.01, 0.01]"
11,9,1,"[-2.8602751055833346, -2.2841062108203154, -3.206281628350807]"
11,10,0,"[-1.8837640106163178, -2.3584917800832668, -1.9892143292197486]"
11,11,1,"[-1.2217265914032887, -0.965775747157683, -1.365128809461949]"
11,12,1,"[-1.1710620780426624, -0.9302783410195393, -1.2226372148193034]"
11,13,1,"[-0.6600996666666666, -0.49505, -0.9901]"
11,14,0,"[0.01, 0.01, 0.01]"
11,15,0,"[0.01, 0.01, 0.01]"
11,16,0,"[0.01, 0.01, 0.01]"
11,17,0,"[0.01, 0.01, 0.01]"
11,18,0,"[0.01, 0.01, 0.01]"
11,19,0,"[0.01, 0.01, 0.01]"
